date,regime,prob_0,prob_1,prob_2,prob_3,prob_4,confidence
2004-04-01,1,0.08332095970334218,0.8973333340391465,0.0034073616291516477,0.015938259731604097,8.489675646446061e-08,0.8973333340391465
2004-04-02,1,0.020773976236363532,0.9694855015164535,1.2286926329571226e-05,0.009728223411482065,1.1909372045504713e-08,0.9694855015164535
2004-04-05,1,0.004987100319966434,0.9906724111143056,1.4065837464048682e-05,0.004326415554459088,7.1738051759497495e-09,0.9906724111143056
2004-04-06,1,0.006181219434770157,0.9898324200269577,0.00011012150740325857,0.0038762342177132486,4.813155641651427e-09,0.9898324200269577
2004-04-07,1,0.001847789993287409,0.9938361260901721,0.0006952390876891631,0.003620844527095862,3.0175506588156757e-10,0.9938361260901721
2004-04-08,1,0.0013303828529562301,0.9941546177450745,2.2315854043764964e-05,0.0044926830517439936,4.961820653852909e-10,0.9941546177450745
2004-04-12,1,0.0014934237899511804,0.9933956573078901,4.713224586625999e-06,0.005106203588241011,2.0893304930742277e-09,0.9933956573078901
2004-04-13,1,0.0004454569275825739,0.9992457299905508,5.014434395610646e-07,0.00030614806472396746,2.1635737028252215e-06,0.9992457299905508
2004-04-14,1,0.00015643955838824067,0.9992609068348235,3.036617902330541e-06,0.0005788346658557002,7.823230303747118e-07,0.9992609068348235
2004-04-15,1,0.00010023740857333215,0.9993563063120087,1.521487779264672e-06,0.0005414306290853658,5.04162553482889e-07,0.9993563063120087
2004-04-16,1,0.0001837815360389424,0.9992346549036895,6.239683547637511e-06,0.0005745742192404934,7.496574831507924e-07,0.9992346549036895
2004-04-19,1,0.00019627427011347258,0.999293240933578,2.953707637231558e-06,0.0005067924425757561,7.386460958166676e-07,0.999293240933578
2004-04-20,1,0.0004309519689947554,0.9991526356356071,8.79466109092542e-05,0.00032728299696891376,1.182787519752453e-06,0.9991526356356071
2004-04-21,1,0.00031841562642213547,0.9992000993385809,0.0001326606160906177,0.00034832196413232504,5.024547742650726e-07,0.9992000993385809
2004-04-22,1,0.0004579127681717124,0.998823384128597,0.00033691139480933086,0.0003814224325591503,3.692758632780664e-07,0.998823384128597
2004-04-23,1,0.0002788799859392853,0.9910984940330104,0.008338962477110284,0.00028337793140000245,2.855725402146253e-07,0.9910984940330104
2004-04-26,1,0.0003222901089734439,0.9822269854982968,0.01704523857131764,0.0004053737740408443,1.1204737068781247e-07,0.9822269854982968
2004-04-27,1,0.00045489779013171657,0.9756028865943777,0.023619745711670546,0.00032239517411904335,7.472970074328116e-08,0.9756028865943777
2004-04-28,1,4.176501386602302e-05,0.9928361859288635,0.006816390636733563,0.0003017692074105202,3.889213126387017e-06,0.9928361859288635
2004-04-29,1,6.71997446746654e-05,0.936679280347962,0.06299217698350222,0.0002591724485358124,2.1704753250328505e-06,0.936679280347962
2004-04-30,2,1.3591731692643505e-05,0.09031010995274691,0.909621854956377,5.43215664455566e-05,1.2179273702669793e-07,0.909621854956377
2004-05-03,2,4.386443396861695e-05,0.12859127490483424,0.8713256940235979,3.9044585132644954e-05,1.2205246619800765e-07,0.8713256940235979
2004-05-04,2,7.111453306973797e-05,0.15807990702112698,0.8418344339306415,1.4407107945964468e-05,1.3740721518047384e-07,0.8418344339306415
2004-05-05,2,0.00010707746588523017,0.19166419241578675,0.8082155546896177,1.3000971219071606e-05,1.7445749216601308e-07,0.8082155546896177
2004-05-06,2,0.00017203313890217824,0.28019000271978106,0.7196185526066304,1.9097402436139067e-05,3.1413225010720883e-07,0.7196185526066304
2004-05-07,2,3.3196854445518725e-05,0.4483078836974098,0.5516303126108891,2.6356620723585236e-05,2.2502165321865894e-06,0.5516303126108891
2004-05-10,1,4.398482181839597e-05,0.730376182422302,0.2695320183306952,3.718369934621669e-05,1.0630725837828492e-05,0.730376182422302
2004-05-11,1,0.0001324339717927347,0.9251855783410599,0.07459232240198102,8.62901035604824e-05,3.375181605605404e-06,0.9251855783410599
2004-05-12,1,0.00044250814536248614,0.9899347912763986,0.009598862437081641,1.6240894944024694e-05,7.597246213319564e-06,0.9899347912763986
2004-05-13,1,0.0004553532513710781,0.9888375466802277,0.01068797671363022,1.4080317501661644e-05,5.043037269240416e-06,0.9888375466802277
2004-05-14,1,0.0005061682883667702,0.9855316658044203,0.01393959327327937,1.951074404905452e-05,3.0618898848436e-06,0.9855316658044203
2004-05-17,1,0.00039986553757199566,0.9706603671483375,0.02890015806858028,3.743593439062171e-05,2.173311120019372e-06,0.9706603671483375
2004-05-18,1,0.00037258126003675746,0.960498746731972,0.039095618390435405,3.2028976015710214e-05,1.0246415400945115e-06,0.960498746731972
2004-05-19,1,0.0002335237722565572,0.9885935503679096,0.011151574505170252,9.276321358960212e-06,1.2075033304273133e-05,0.9885935503679096
2004-05-20,1,0.0003264087637873043,0.9737887203269278,0.02585065130805244,2.7623058558339834e-05,6.5965426736391045e-06,0.9737887203269278
2004-05-21,1,5.21895420325142e-05,0.9998494556614155,3.551493423759471e-05,1.549278606728265e-05,4.7347076246285055e-05,0.9998494556614155
2004-05-24,1,4.257414213528114e-05,0.9998878888042916,8.414268643537452e-06,1.0897001486481866e-05,5.022578344387433e-05,0.9998878888042916
2004-05-25,1,3.895357494417357e-05,0.999873621804953,1.4850714616408918e-07,7.601440027353886e-06,7.967467293016572e-05,0.999873621804953
2004-05-26,1,0.000629405323367082,0.9993562206634445,4.021314859134819e-08,8.511753222046313e-06,5.822046818537948e-06,0.9993562206634445
2004-05-27,1,0.000307552598255973,0.9996121261937281,2.273791844207993e-13,6.026877060530957e-06,7.429433072797077e-05,0.9996121261937281
2004-05-28,1,0.00022442654809281702,0.9996635041740389,1.439309911339076e-13,5.152679562231317e-06,0.00010691659816213634,0.9996635041740389
2004-06-01,1,0.00021099935791442983,0.9995539718844885,6.948811567571882e-14,6.624652432116506e-06,0.00022840410509596598,0.9995539718844885
2004-06-02,1,0.0011062501104861131,0.9987050301823795,6.689954844306347e-15,2.4053099856989686e-05,0.00016466660727013758,0.9987050301823795
2004-06-03,1,0.0015537200776804406,0.9982591525986176,1.4624851959844547e-15,3.2089609725971735e-05,0.00015503771397378663,0.9982591525986176
2004-06-04,1,0.002395143627505889,0.9972461956248325,9.341658984565753e-17,6.572669381095618e-05,0.0002929340538511174,0.9972461956248325
2004-06-07,1,0.011158113760942001,0.9887227897764317,4.516571572425506e-13,9.928734805260128e-05,1.9809114121323e-05,0.9887227897764317
2004-06-08,1,0.015212947950582598,0.9845665145346717,1.1403985724201457e-12,0.00021008462069434385,1.0452892910971459e-05,0.9845665145346717
2004-06-09,1,0.012048426968777377,0.9878110793037105,1.31276024158827e-13,9.30169203660921e-05,4.7476807015261106e-05,0.9878110793037105
2004-06-10,1,0.01191513158509736,0.9879710828814328,2.8050567658941383e-13,7.469851825432293e-05,3.9087014935452926e-05,0.9879710828814328
2004-06-14,1,0.02931408708021345,0.9705519608397295,5.3543119391186385e-12,8.012567252130097e-05,5.3826402181197426e-05,0.9705519608397295
2004-06-15,1,0.029471415149554994,0.9703693192629013,1.996179884421746e-13,5.5704901584462395e-05,0.00010356068575904574,0.9703693192629013
2004-06-16,1,0.02478075721614706,0.9748587321893759,5.4371952130904685e-15,3.2143562651244254e-05,0.0003283670318200926,0.9748587321893759
